order_number,order_datetime,customer_id,product_id,unit_price,quantity
317568055,2019-08-02 01:45:13,17728997,AVpio2wSilAPnD_xGGln,249,1
317568055,2019-08-02 01:45:13,17728997,AVpfFAfQilAPnD_xUdv6,529,2
317568056,2019-08-02 02:56:57,7234055,AVpfIODe1cnluZ0-eg35,48,1
317568056,2019-08-02 02:56:57,7234055,AVpfvvEv1cnluZ0-qhEo,218,5
317568056,2019-08-02 02:56:57,7234055,AVpfCmFjLJeJML431EzG,184,1
317568057,2019-08-02 03:12:22,24774688,AVz5wc0H-jtxr-f30F6_,60,3
317568057,2019-08-02 03:12:22,24774688,AVpfvvEv1cnluZ0-qhEo,184,3
317568057,2019-08-02 03:12:22,24774688,AVpe7vER1cnluZ0-aJu7,618,6
317568058,2019-08-02 03:23:26,12070347,AVpe7vER1cnluZ0-aJu7,60,8
317568058,2019-08-02 03:23:26,12070347,AVpjedgc1cnluZ0-W4NI,239,3
317568059,2019-08-02 03:43:21,2286645,AVphTO5W1cnluZ0-Aygg,529,2
317568059,2019-08-02 03:43:21,2286645,AVpfFAfQilAPnD_xUdv6,31,5
317568060,2019-08-02 04:09:56,12922608,AVpiHEE31cnluZ0-J8jJ,218,5
317568060,2019-08-02 04:09:56,12922608,AVpjM1qtLJeJML43s0o6,133,2
317568060,2019-08-02 04:09:56,12922608,AVpfIODe1cnluZ0-eg35,267,8
317568060,2019-08-02 04:10:07,12922608,AVpiHEE31cnluZ0-J8jJ,218,5
317568060,2019-08-02 04:10:07,12922608,AVpjM1qtLJeJML43s0o6,133,2
317568060,2019-08-02 04:10:07,12922608,AVpfIODe1cnluZ0-eg35,267,8
317568060,2019-08-02 04:10:07,12922608,AVpfm9_AilAPnD_xe8Dd,1799,3
317568061,2019-08-02 04:21:16,1012090,AVpfuJ4pilAPnD_xhDyM,218,3
317568061,2019-08-02 04:21:16,1012090,AVpgUl_U1cnluZ0-z3Gz,448,1
317568061,2019-08-02 04:21:16,1012090,AVpfIODe1cnluZ0-eg35,266,2
317568062,2019-08-02 05:05:10,16819948,AVpiHEE31cnluZ0-J8jJ,277,1
317568062,2019-08-02 05:05:10,16819948,AVpjedgc1cnluZ0-W4NI,133,1
317568062,2019-08-02 05:05:10,16819948,AVpfC_9v1cnluZ0-cuhn,239,2
317568063,2019-08-02 05:09:51,46949990,AVpfIODe1cnluZ0-eg35,218,1
317568064,2019-08-02 05:49:35,19476252,AVphMo6qLJeJML43X_DA,184,2
317568064,2019-08-02 05:49:35,19476252,AVpfvvEv1cnluZ0-qhEo,41,4
317568065,2019-08-02 06:36:06,31731156,AVz5wcrn-jtxr-f30F69,60,7
317568065,2019-08-02 06:36:06,31731156,AVpe7vER1cnluZ0-aJu7,293,3
317568065,2019-08-02 06:36:06,31731156,AVpfdBS41cnluZ0-lBIj,466,3
317568066,2019-08-02 07:33:29,14822392,AVpfuJ4pilAPnD_xhDyM,448,2
317568067,2019-08-02 07:49:44,17887612,AVpfCmFjLJeJML431EzG,48,3
317568067,2019-08-02 07:49:44,17887612,AVpfvr461cnluZ0-qgHR,157,3
317568068,2019-08-02 07:50:32,22529446,AVz5wc0H-jtxr-f30F6_,95,10
317568068,2019-08-02 07:50:32,22529446,AVpe_9aLilAPnD_xStSC,618,3
317568068,2019-08-02 07:50:45,22529446,AVz5wc0H-jtxr-f30F6_,95,10
317568068,2019-08-02 07:50:45,22529446,AVpe_9aLilAPnD_xStSC,618,3
317568068,2019-08-02 07:50:45,22529446,AVpe48Es1cnluZ0-ZHZU,366,3
317568069,2019-08-02 07:59:28,22865542,AVpjedgc1cnluZ0-W4NI,239,7
317568070,2019-08-02 08:36:52,64153907,AVpfMVD-ilAPnD_xW6bu,27,3
317568071,2019-08-02 11:24:06,11935034,AVpgshBg1cnluZ0-5JlU,448,8
317568071,2019-08-02 11:24:06,11935034,AVpio2wSilAPnD_xGGln,249,1
317568071,2019-08-02 11:24:06,11935034,AVqVGaCCU2_QcyX9Ozcf,2036,3
317568072,2019-08-02 12:24:30,13183432,AVqVGUFCv8e3D1O-ldFF,3937,5
317568073,2019-08-02 13:08:29,11935034,AVphTO5W1cnluZ0-Aygg,27,1
317568073,2019-08-02 13:08:29,11935034,AVpfMVD-ilAPnD_xW6bu,31,3
317568073,2019-08-02 13:08:29,11935034,AVpjedgc1cnluZ0-W4NI,239,3
317568074,2019-08-02 13:30:27,14939501,AVpfCW42ilAPnD_xTj0y,287,2
317568074,2019-08-02 13:30:27,14939501,AVpfUsrxLJeJML437Ezd,72,1
317568075,2019-08-02 14:14:32,26567987,AVpe7vER1cnluZ0-aJu7,60,1
317568075,2019-08-02 14:14:32,26567987,AVqkEzW9U2_QcyX9O0Gr,84,3
317568075,2019-08-02 14:14:32,26567987,AVqVGHKQnnc1JgDc3jDC,147,3
317568076,2019-08-02 14:37:56,18579146,AVphTO5W1cnluZ0-Aygg,31,2
317568076,2019-08-02 14:37:56,18579146,AVphTO5W1cnluZ0-Aygg,618,1
317568077,2019-08-02 15:21:42,153992,AVpfjP9uilAPnD_xdy6-,17,2
317568078,2019-08-02 15:42:38,13181853,AVpjedgc1cnluZ0-W4NI,239,6
317568079,2019-08-02 15:44:17,10715991,AVqFXQH5nnc1JgDc3gBZ,366,2
317568079,2019-08-02 15:44:17,10715991,AVpe48Es1cnluZ0-ZHZU,27,2
317568079,2019-08-02 15:44:17,10715991,AVpfMVD-ilAPnD_xW6bu,181,3
317568080,2019-08-02 16:00:22,4497446,AVpfCW42ilAPnD_xTj0y,287,2
317568081,2019-08-02 16:12:56,17382206,AVpiJoY0LJeJML43iz5-,63,1
317568082,2019-08-02 16:28:10,25476668,AVpfCmFjLJeJML431EzG,48,3
317568083,2019-08-02 16:52:50,17658553,AVphWBfLilAPnD_x4RvC,249,3
317568083,2019-08-02 16:52:50,17658553,AVpiMIyE1cnluZ0-K0TA,149,2
317568084,2019-08-02 16:57:18,61685897,AVpfvvEv1cnluZ0-qhEo,184,5
317568085,2019-08-02 17:13:23,11935034,AVpfMVD-ilAPnD_xW6bu,287,3
317568085,2019-08-02 17:13:23,11935034,AVpfCW42ilAPnD_xTj0y,27,3
317568086,2019-08-02 17:16:11,4950861,AVwjdOdov8e3D1O-nnK9,599,2
317568086,2019-08-02 17:16:11,4950861,AVpio2wSilAPnD_xGGln,249,2
317568086,2019-08-02 17:16:11,4950861,AVpi7IY9ilAPnD_xIvXb,312,3
317568087,2019-08-02 17:34:45,4401099,AVzxl9XGvKc47QAVfStn,287,7
317568087,2019-08-02 17:34:45,4401099,AVpjedgc1cnluZ0-W4NI,239,7
317568087,2019-08-02 17:34:45,4401099,AVpfCW42ilAPnD_xTj0y,1437,3
317568088,2019-08-02 17:38:54,18818928,AVqkEzW9U2_QcyX9O0Gr,147,2
317568089,2019-08-02 17:53:46,4941137,AVphTO5W1cnluZ0-Aygg,98,1
317568089,2019-08-02 17:53:46,4941137,AVpjedgc1cnluZ0-W4NI,31,2
317568089,2019-08-02 17:53:46,4941137,AVpffrToLJeJML43-M2g,239,8
317568090,2019-08-02 18:22:09,1178783,AVpfCmFjLJeJML431EzG,48,8
317568090,2019-08-02 18:22:09,1178783,AVz5wcrn-jtxr-f30F69,147,1
317568090,2019-08-02 18:22:09,1178783,AVqkEzW9U2_QcyX9O0Gr,466,2
317568091,2019-08-02 18:56:12,92648,AVpgRiy2LJeJML43Lk7h,1799,8
317568091,2019-08-02 18:56:12,92648,AVpfm9_AilAPnD_xe8Dd,49,1
317568091,2019-08-02 18:56:12,92648,AVpgQP5vLJeJML43LQbd,145,3
317568092,2019-08-02 19:06:59,44878682,AVpfIODe1cnluZ0-eg35,218,3
317568093,2019-08-02 19:23:13,64487734,AVpf6QQIilAPnD_xkYtp,86,2
317568093,2019-08-02 19:23:13,64487734,AVpfIODe1cnluZ0-eg35,384,1
317568093,2019-08-02 19:23:13,64487734,AVpe77ZXLJeJML43ysuz,218,7
317568094,2019-08-02 20:29:47,11935034,AVpe7vER1cnluZ0-aJu7,60,3
317568095,2019-08-02 20:54:34,24419627,AVpfdBS41cnluZ0-lBIj,48,2
317568095,2019-08-02 20:54:34,24419627,AVpfCmFjLJeJML431EzG,293,1
317568095,2019-08-02 20:54:34,24419627,AVpgqcjR1cnluZ0-4riR,583,2
317568096,2019-08-02 21:34:51,7720777,AVpfm9_AilAPnD_xe8Dd,1799,3
317568096,2019-08-02 21:34:51,7720777,AVpjedgc1cnluZ0-W4NI,239,7
317568097,2019-08-02 21:40:04,55615890,AVpg-Wj61cnluZ0-8sZe,58,3
317568098,2019-08-02 21:58:49,11935034,AVqVGaCCU2_QcyX9Ozcf,31,1
317568098,2019-08-02 21:58:49,11935034,AVphTO5W1cnluZ0-Aygg,84,1
317568098,2019-08-02 21:58:49,11935034,AVqVGHKQnnc1JgDc3jDC,2036,8
317568099,2019-08-02 22:26:27,15735665,AVpjM1qtLJeJML43s0o6,267,3
317568100,2019-08-02 23:00:47,6008498,AVphTO5W1cnluZ0-Aygg,31,10
317568100,2019-08-02 23:00:47,6008498,AVpi7IY9ilAPnD_xIvXb,599,2
317568101,2019-08-02 23:36:04,2176964,AVpi7IY9ilAPnD_xIvXb,293,1
317568101,2019-08-02 23:36:04,2176964,AVpi7IY9ilAPnD_xIvXb,599,2
317568102,2019-08-03 00:33:01,19195906,AVpgqcjR1cnluZ0-4riR,48,4
317568102,2019-08-03 00:33:01,19195906,AVpfCmFjLJeJML431EzG,583,9
317568103,2019-08-03 02:27:55,11248712,AVpffrToLJeJML43-M2g,98,1
317568103,2019-08-03 02:27:55,11248712,AVpge6k2LJeJML43OhAl,102,1
317568104,2019-08-03 02:40:27,7543046,AVpfuJ4pilAPnD_xhDyM,448,3
317568105,2019-08-03 02:57:49,24774688,AVpiMIyE1cnluZ0-K0TA,27,3
317568105,2019-08-03 02:57:49,24774688,AVpfMVD-ilAPnD_xW6bu,1799,1
317568105,2019-08-03 02:57:49,24774688,AVpfm9_AilAPnD_xe8Dd,149,1
317568106,2019-08-03 05:32:06,4401099,AVpfvvEv1cnluZ0-qhEo,184,2
317568107,2019-08-03 07:18:52,30385161,AVphTO5W1cnluZ0-Aygg,293,3
317568107,2019-08-03 07:18:52,30385161,AVpfmlwTLJeJML43ARpr,413,9
317568107,2019-08-03 07:18:52,30385161,AVpfdBS41cnluZ0-lBIj,31,6
317568108,2019-08-03 08:00:32,18938347,AVqVGHKQnnc1JgDc3jDC,982,2
317568108,2019-08-03 08:00:32,18938347,AVz5wc0H-jtxr-f30F6_,84,2
317568108,2019-08-03 08:00:32,18938347,AVpfWGrYLJeJML437hk2,618,3
317568109,2019-08-03 08:14:07,16819948,AVqVGHKQnnc1JgDc3jDC,384,3
317568109,2019-08-03 08:14:07,16819948,AVpf6QQIilAPnD_xkYtp,84,3
317568110,2019-08-03 11:45:18,4497446,AVpjedgc1cnluZ0-W4NI,146,5
317568110,2019-08-03 11:45:18,4497446,AVpe6-C2LJeJML43yWf1,98,5
317568110,2019-08-03 11:45:18,4497446,AVpffrToLJeJML43-M2g,239,7
317568111,,11754254,AVpfIODe1cnluZ0-eg35,48,3
317568111,,11754254,AVpfCmFjLJeJML431EzG,218,2
317568111,,11754254,AVpjedgc1cnluZ0-W4NI,239,1
317568112,2019-08-03 13:28:12,31186519,AVpfdBS41cnluZ0-lBIj,293,3
317568112,2019-08-03 13:28:12,31186519,AVqkEzW9U2_QcyX9O0Gr,1799,3
317568112,2019-08-03 13:28:12,31186519,AVpfm9_AilAPnD_xe8Dd,147,3
317568113,2019-08-03 14:25:26,13181853,AVpiMIyE1cnluZ0-K0TA,149,2
317568113,2019-08-03 14:25:26,13181853,AVqkEzW9U2_QcyX9O0Gr,147,3
317568113,2019-08-03 14:25:26,13181853,AVzxl9XGvKc47QAVfStn,1437,1
317568114,2019-08-03 14:27:32,13427592,AVpiMIyE1cnluZ0-K0TA,287,3
317568114,2019-08-03 14:27:32,13427592,AVpfCW42ilAPnD_xTj0y,149,2
317568114,2019-08-03 14:27:32,13427592,AVqVGUFCv8e3D1O-ldFF,3937,3
317568115,2019-08-03 14:57:33,64465207,AVqVGHKQnnc1JgDc3jDC,84,3
317568116,2019-08-03 16:07:34,5396474,AVpfZaCp1cnluZ0-kDV9,27,2
317568116,2019-08-03 16:07:34,5396474,AVphTO5W1cnluZ0-Aygg,2356,2
317568116,2019-08-03 16:07:34,5396474,AVpfMVD-ilAPnD_xW6bu,31,3
317568117,2019-08-03 18:52:16,1891059,AVpfCW42ilAPnD_xTj0y,287,8
317568117,2019-08-03 18:52:16,1891059,AVpfvvEv1cnluZ0-qhEo,982,1
317568117,2019-08-03 18:52:16,1891059,AVpfWGrYLJeJML437hk2,184,1
317568118,2019-08-03 18:55:29,28447330,AVpjedgc1cnluZ0-W4NI,184,1
317568118,2019-08-03 18:55:29,28447330,AVpfvvEv1cnluZ0-qhEo,239,9
317568119,2019-08-03 19:45:39,45316021,AVpfCmFjLJeJML431EzG,48,2
317568119,2019-08-03 19:45:39,45316021,AVpfm9_AilAPnD_xe8Dd,1799,3
317568120,2019-08-03 19:46:35,31375543,AVpfMVD-ilAPnD_xW6bu,27,10
317568120,2019-08-03 19:46:35,31375543,AVqVGHKQnnc1JgDc3jDC,1799,5
317568120,2019-08-03 19:46:35,31375543,AVpfm9_AilAPnD_xe8Dd,84,5
317568121,2019-08-03 21:46:42,29187465,AVpfKEAuilAPnD_xWKpK,218,3
317568121,2019-08-03 21:46:42,29187465,AVpfIODe1cnluZ0-eg35,144,2
317568122,2019-08-03 22:54:54,14939501,AVqkEzW9U2_QcyX9O0Gr,287,2
317568122,2019-08-03 22:54:54,14939501,AVpfCW42ilAPnD_xTj0y,218,1
317568122,2019-08-03 22:54:54,14939501,AVpfIODe1cnluZ0-eg35,147,2
317568123,2019-08-04 00:26:59,15294300,AVqVGaCCU2_QcyX9Ozcf,2036,3
317568124,2019-08-04 02:33:57,58032688,AVqVGaCCU2_QcyX9Ozcf,982,2
317568124,2019-08-04 02:33:57,58032688,AVpiMIyE1cnluZ0-K0TA,149,7
317568124,2019-08-04 02:33:57,58032688,AVpfWGrYLJeJML437hk2,2036,1
317568125,2019-08-04 05:30:33,21823196,AVpio2wSilAPnD_xGGln,982,8
317568125,2019-08-04 05:30:33,21823196,AVqVGaCCU2_QcyX9Ozcf,249,3
317568125,2019-08-04 05:30:33,21823196,AVpfWGrYLJeJML437hk2,2036,8
317568126,2019-08-04 06:56:54,15704774,AVpfmlwTLJeJML43ARpr,413,8
317568126,2019-08-04 06:56:54,15704774,AVpgIKYELJeJML43JV9V,448,2
317568126,2019-08-04 06:56:54,15704774,AVpfuJ4pilAPnD_xhDyM,211,3
317568127,2019-08-04 07:05:47,782583,AVqkEzW9U2_QcyX9O0Gr,147,3
317568128,2019-08-04 07:23:45,1640047,AVqVGaCCU2_QcyX9Ozcf,31,3
317568128,2019-08-04 07:23:45,1640047,AVphTO5W1cnluZ0-Aygg,2036,5
317568128,2019-08-04 07:23:45,1640047,AVz5wc0H-jtxr-f30F6_,618,2
317568129,2019-08-04 07:53:56,17743568,AVphIbvi1cnluZ0--vFy,447,2
317568129,2019-08-04 07:53:56,17743568,AVpfuJ4pilAPnD_xhDyM,448,10
317568129,2019-08-04 07:53:56,17743568,AVpfm9HsilAPnD_xe7y2,184,1
317568130,2019-08-04 08:00:45,4268592,AVpgIu4Q1cnluZ0-xBK-,158,2
317568130,2019-08-04 08:00:45,4268592,AVpfAhIdLJeJML430Vxn,448,3
317568130,2019-08-04 08:00:45,4268592,AVpfuJ4pilAPnD_xhDyM,77,2
317568131,2019-08-04 08:17:50,57719783,AVpjM1qtLJeJML43s0o6,169,8
317568131,2019-08-04 08:17:50,57719783,AVpfvvEv1cnluZ0-qhEo,184,2
317568131,2019-08-04 08:17:50,57719783,AVpe7V2GLJeJML43yfVz,267,2
317568132,2019-08-04 08:50:31,19570921,AVpfCW42ilAPnD_xTj0y,287,1
317568132,2019-08-04 08:50:31,19570921,AVpfCmFjLJeJML431EzG,48,1
317568133,2019-08-04 08:51:40,5247547,AVpfm9_AilAPnD_xe8Dd,33,2
317568133,2019-08-04 08:51:40,5247547,AVpe_semLJeJML430DAU,122,2
317568133,2019-08-04 08:51:40,5247547,AVpfYKih1cnluZ0-jsHP,1799,3
317568134,2019-08-04 09:05:10,67955424,AVqVGHKQnnc1JgDc3jDC,84,3
317568134,2019-08-04 09:05:10,67955424,AVz5wc0H-jtxr-f30F6_,618,2
317568135,2019-08-04 09:25:22,424197,AVqkEzW9U2_QcyX9O0Gr,147,5
317568136,2019-08-04 11:50:11,24774688,AVpiMIyE1cnluZ0-K0TA,1246,2
317568136,2019-08-04 11:50:11,24774688,AVpf-2hGilAPnD_xlfDv,1799,2
317568136,2019-08-04 11:50:11,24774688,AVpfm9_AilAPnD_xe8Dd,149,3
317568137,2019-08-04 13:03:06,4497446,AVpg59zyilAPnD_xyv3y,165,3
317568138,2019-08-04 14:24:03,25436241,AVpfCW42ilAPnD_xTj0y,287,3
317568139,2019-08-04 14:48:25,17382206,AVph8AfNLJeJML43gfng,76,1
317568139,2019-08-04 14:48:25,17382206,AVpiJoY0LJeJML43iz5-,510,2
317568139,2019-08-04 14:48:25,17382206,AVpfnp8HLJeJML43AmVi,63,8
317568140,2019-08-04 16:59:43,57719783,AVpfdBS41cnluZ0-lBIj,293,3
317568140,2019-08-04 16:59:43,57719783,AVpfvvEv1cnluZ0-qhEo,184,3
317568141,2019-08-04 18:22:08,31375543,AVpfm9_AilAPnD_xe8Dd,60,1
317568141,2019-08-04 18:22:08,31375543,AVpfMVD-ilAPnD_xW6bu,27,1
317568141,2019-08-04 18:22:08,31375543,AVpe7vER1cnluZ0-aJu7,1799,3
317568142,2019-08-04 19:02:36,2176964,AVpfhULY1cnluZ0-mN6h,257,1
317568142,2019-08-04 19:02:36,2176964,AVpfuJ4pilAPnD_xhDyM,448,1
317568143,2019-08-04 19:52:22,13654261,AVpfCQslilAPnD_xThwe,84,1
317568144,2019-08-04 20:02:36,18558459,AVz5wc0H-jtxr-f30F6_,618,7
317568145,2019-08-04 21:36:08,17382206,AVpfvvEv1cnluZ0-qhEo,184,2
317568145,2019-08-04 21:36:08,17382206,AVphTO5W1cnluZ0-Aygg,31,1
317568145,2019-08-04 21:36:08,17382206,AVqVGHKQnnc1JgDc3jDC,84,2
317568146,2019-08-04 23:17:41,13181853,AVpiMIyE1cnluZ0-K0TA,184,1
317568146,2019-08-04 23:17:41,13181853,AVpfvvEv1cnluZ0-qhEo,149,2
317568146,2019-08-04 23:17:41,13181853,AVz5wc0H-jtxr-f30F6_,618,2
317568147,2019-08-05 00:05:28,23397894,AVpfm9_AilAPnD_xe8Dd,86,3
317568147,2019-08-05 00:05:28,23397894,AVpe77ZXLJeJML43ysuz,1799,2
317568148,2019-08-05 00:15:59,3230745,AVpjedgc1cnluZ0-W4NI,95,2
317568148,2019-08-05 00:15:59,3230745,AVpft3YCilAPnD_xg-CP,200,2
317568148,2019-08-05 00:15:59,3230745,AVpe_9aLilAPnD_xStSC,239,5
317568149,2019-08-05 00:43:21,12999178,AVpe48Es1cnluZ0-ZHZU,366,2
317568150,2019-08-05 02:44:07,782583,AVpfCmFjLJeJML431EzG,48,3
317568150,2019-08-05 02:44:07,782583,AVpfuJ4pilAPnD_xhDyM,448,4
317568151,2019-08-05 02:47:40,57719783,AVpfMVD-ilAPnD_xW6bu,27,3
317568151,2019-08-05 02:47:40,57719783,AVpiTWaA1cnluZ0-L8i9,34,1
317568151,2019-08-05 02:47:40,57719783,AVpjedgc1cnluZ0-W4NI,239,1
317568152,2019-08-05 03:25:46,4497446,AVqVGaCCU2_QcyX9Ozcf,2036,2
317568153,2019-08-05 04:09:21,14939501,AVpfCmFjLJeJML431EzG,48,1
